message_text,is_scam
Your subscription has been renewed successfully.,0
You won a new iPhone. Pay shipping charges to receive it.,1
Your UPI ID will be disabled. Verify immediately using this link.,1
Earn Rs 3000 per day by liking videos. Pay Rs 500 to activate account.,1
Your ticket has been booked successfully.,0
The college bus will leave at 8 AM.,0
Your Aadhaar verification failed. Share the OTP to complete verification. Do not delay. Please use the official app to check.,1
The assignment deadline has been extended by two days. Thank you.,0
Can you send me the project presentation? Let me know when you are free.,0
"ಅಭಿನಂದನೆಗಳು! ನೀವು ₹50,000 ಲಾಟರಿ ಗೆದ್ದಿದ್ದೀರಿ. ಬಹುಮಾನ ಪಡೆಯಲು ಶುಲ್ಕ ಪಾವತಿಸಿ. Complete this within one hour. Please use the official app to check.",1
The workshop registration is confirmed. Let me know when you are free.,0
Your online banking access expires today. Login through this link.,1
Your bank account will be frozen tonight unless you verify KYC.,1
आपका बिजली कनेक्शन आज काट दिया जाएगा। तुरंत भुगतान करें। Act now. Please use the official app to check.,1
Please remember to bring your ID card tomorrow. Please check.,0
You have won a lucky draw. Send your bank details for prize transfer. Verify now.,1
Your internship interview is scheduled for Wednesday. Please confirm.,0
Your scholarship application has been received by the college.,0
Your food order has been delivered. Let me know when you are free.,0
Your appointment is confirmed for tomorrow at 11 AM. Let me know when you are free.,0
Your insurance refund is ready. Provide your UPI PIN for transfer.,1
ನಿಮ್ಮ ಆರ್ಡರ್ ನಾಳೆ ಡೆಲಿವರಿ ಆಗಲಿದೆ. See you then. Please use the official app to check.,0
I will meet you near the college gate at 5 PM. Please confirm.,0
"Congratulations! You have won ₹75,000. Pay the processing fee to claim your prize. Do not delay. Please use the official app to check.",1
You won a festival gift voucher. Pay ₹99 to unlock your reward. Do not delay. Please use the official app to check.,1
Your parcel is held at customs. Pay the clearance charge to receive delivery. Act now.,1
Your UPI account is locked. Enter your PIN to reactivate it. Failure to act may block the service. Please use the official app to check.,1
Your mobile recharge refund failed. Enter your UPI PIN for a refund. Do this immediately. Please use the official app to check.,1
URGENT: Your bank account will be suspended today. Verify your details immediately. Do not delay.,1
You won a festival gift voucher. Pay ₹99 to unlock your reward. Do this immediately. Please use the official app to check.,1
CBI Notice: You are under investigation. Video call required immediately.,1
"Congratulations! You have won ₹75,000. Pay the processing fee to claim your prize. Failure to act may block the service.",1
The assignment deadline has been extended by two days.,0
आपका टिकट सफलतापूर्वक बुक हो गया है। Please use the official app to check.,0
Your electricity bill is due on the 20th. Let me know when you are free. Please use the official app to check.,0
Your KYC update failed. Send Aadhaar OTP to complete it.,1
You have won a lucky draw. Send your bank details for prize transfer. Failure to act may block the service. Please use the official app to check.,1
Your payment receipt is available in the official app. Let me know when you are free. Please use the official app to check.,0
I will meet you near the college gate at 5 PM. Thank you.,0
ನಿಮ್ಮ ಪಾವತಿ ಯಶಸ್ವಿಯಾಗಿ ಪೂರ್ಣಗೊಂಡಿದೆ. Thank you. Please use the official app to check.,0
Suspicious transaction detected. Call this number immediately to secure your bank account. Verify now. Please use the official app to check.,1
Your electricity connection will be disconnected tonight. Pay the pending bill now. Complete this within one hour. Please use the official app to check.,1
The hotel reservation is confirmed for Saturday.,0
Your SIM card has been reported for illegal activity. Call immediately.,1
You won a festival gift voucher. Pay ₹99 to unlock your reward. Failure to act may block the service.,1
You are eligible for a ₹3 lakh instant loan. Pay the verification fee first. Complete this within one hour. Please use the official app to check.,1
Earn money by reviewing products. First deposit Rs 1000 to start.,1
I reached college safely. I will call after class. Let me know when you are free. Please use the official app to check.,0
Your Aadhaar verification failed. Send OTP to complete verification.,1
You are selected for a government job. Pay document verification fee.,1
Please check the college portal for the exam timetable. Please check. Please use the official app to check.,0
You won a festival gift voucher. Pay ₹99 to unlock your reward. Verify now.,1
Your insurance bonus is ready. Click here and enter your card details. Verify now.,1
The assignment feedback has been uploaded.,0
"Your bank account was credited with Rs 2,000.",0
Your Aadhaar will be blocked unless you update your details today.,1
The teacher uploaded the assignment instructions. See you then.,0
Your electricity bill is due on the 20th. Thank you.,0
Your KYC has expired. Click the verification link to keep your account active. Do not delay. Please use the official app to check.,1
Your library book is due next Monday. Please check.,0
You have been shortlisted for a work-from-home job. Pay the registration fee to start. Do not delay.,1
Your WhatsApp account will be blocked. Verify your account immediately. Act now.,1
इनकम टैक्स रिफंड पाने के लिए बैंक की जानकारी इस लिंक पर भरें। Act now. Please use the official app to check.,1
ನಾಳೆ ಸಂಜೆ 4 ಗಂಟೆಗೆ ಮೀಟಿಂಗ್ ಇದೆ. Let me know when you are free.,0
ನಿಮ್ಮ ಪಾರ್ಸೆಲ್ ಕಸ್ಟಮ್ಸ್‌ನಲ್ಲಿ ನಿಂತಿದೆ. ಡೆಲಿವರಿಗಾಗಿ ಶುಲ್ಕ ಪಾವತಿಸಿ. Do this immediately. Please use the official app to check.,1
Your payment receipt is available in the official app. Please confirm.,0
Can you pick me up from college?,0
Your mobile number is linked to a suspicious account. Call us now.,1
Can you send me the project presentation? Please check.,0
The exam timetable has been uploaded to the college website.,0
Your train ticket booking is confirmed. Thank you. Please use the official app to check.,0
ನಾಳೆ ಸಂಜೆ 4 ಗಂಟೆಗೆ ಮೀಟಿಂಗ್ ಇದೆ. Let me know when you are free. Please use the official app to check.,0
Your tax refund is waiting. Submit bank account details through this link.,1
Your UPI transaction failed. Enter your PIN to receive the refund.,1
Can you bring my charger tomorrow?,0
"Work from home opportunity. Earn Rs 10,000 weekly. Deposit Rs 2,000 first.",1
Please check the college portal for the exam timetable. Please confirm.,0
URGENT: Your bank account will be suspended today. Verify your details immediately. Do this immediately. Please use the official app to check.,1
Can you explain question 5 from today's class?,0
"बधाई हो! आपने ₹50,000 की लॉटरी जीती है। इनाम लेने के लिए शुल्क जमा करें। Act now. Please use the official app to check.",1
Get a guaranteed government loan with zero documents. Pay application fee.,1
Your credit card reward points expire today. Click here to redeem them. Do this immediately.,1
Your UPI refund is waiting. Approve the payment request to receive the money. Do this immediately.,1
You have won a lucky draw. Send your bank details for prize transfer. Complete this within one hour.,1
कृपया असाइनमेंट शुक्रवार तक जमा कर दें। Please use the official app to check.,0
Your electricity bill is due on the 20th.,0
I will meet you near the college gate at 5 PM. Please check. Please use the official app to check.,0
Your online banking password has expired. Confirm your password through this link. Complete this within one hour.,1
Your project review is scheduled for Thursday.,0
The college event begins at 3 PM.,0
"मैं कॉलेज पहुंच गई हूं, क्लास के बाद फोन करूंगी। Check the message carefully.",0
Your appointment is confirmed for tomorrow at 11 AM. See you then.,0
Can you send me the notes from today's class?,0
Your SIM card will be deactivated. Complete KYC using this link. Complete this within one hour. Please use the official app to check.,1
Congratulations! You've won Rs 50000 lottery. Claim now.,1
Your train ticket booking is confirmed. Please confirm. Please use the official app to check.,0
Government scheme benefit available. Pay registration fee today.,1
Your KYC has expired. Click the verification link to keep your account active. Do this immediately. Please use the official app to check.,1
Electricity subsidy approved. Click here and enter your bank details.,1
Your train ticket booking is confirmed. Let me know when you are free.,0
The college seminar starts at 10 AM in the auditorium. Thank you. Please use the official app to check.,0
Your order has been shipped and will arrive tomorrow. Let me know when you are free.,0
Your income tax refund is pending. Enter your bank details to receive it. Act now.,1
Limited-time loan offer. No documents required. Pay processing charge.,1
Your SIM card will be deactivated. Complete KYC using this link. Verify now.,1
Your UPI refund is waiting. Approve the payment request to receive the money. Verify now.,1
Your income tax refund is pending. Enter your bank details to receive it. Do this immediately.,1
Income Tax Department refund pending. Click link to claim refund.,1
You are eligible for a ₹3 lakh instant loan. Pay the verification fee first. Verify now.,1
Your credit card reward points expire today. Click here to redeem them. Verify now. Please use the official app to check.,1
Your debit card has been used suspiciously. Share the OTP to block the transaction. Verify now.,1
Your account password was changed successfully.,0
The workshop registration is confirmed. Please confirm. Please use the official app to check.,0
The project meeting has been moved to Monday. Let me know when you are free.,0
Your food order has been delivered. Please check.,0
Your order has been shipped and will arrive tomorrow. Please confirm.,0
Police notice: legal action has been initiated against your number. Contact us immediately. Verify now. Please use the official app to check.,1
Your salary has been credited to your account. Let me know when you are free. Please use the official app to check.,0
Please remind me to bring the project file.,0
Your hotel reservation is confirmed for Saturday. Thank you.,0
Your food order has been delivered. Please confirm.,0
You have won a festival gift voucher. Pay Rs 99 to unlock it.,1
The teacher uploaded the assignment instructions. Please confirm.,0
Your food order has been delivered. See you then. Please use the official app to check.,0
"घर बैठे ₹5,000 रोज कमाएं। नौकरी शुरू करने के लिए पहले रजिस्ट्रेशन फीस दें। Act now. Please use the official app to check.",1
You have won a lucky draw. Send your bank details for prize transfer.,1
Suspicious transaction detected. Call this number immediately to secure your bank account. Do this immediately.,1
The project meeting has been moved to Monday. Please check.,0
Your payment receipt is available in the app.,0
आपका बैंक खाता संदिग्ध गतिविधि के कारण ब्लॉक होगा। तुरंत OTP बताएं। Act now.,1
Your bus pass renewal request was received.,0
You have been shortlisted for a work-from-home job. Pay the registration fee to start. Do this immediately. Please use the official app to check.,1
"कल की मीटिंग शाम 4 बजे है, कृपया समय पर आना। Please use the official app to check.",0
Your internship interview is scheduled for Wednesday. Please use the official app to check.,0
Police notice: legal action has been initiated against your number. Contact us immediately. Do this immediately.,1
Your UPI account is locked. Enter your PIN to reactivate it. Do not delay.,1
Your cab has arrived at the pickup point.,0
"You have won Rs 25,000. Claim your prize before midnight.",1
आपका बैंक खाता संदिग्ध गतिविधि के कारण ब्लॉक होगा। तुरंत OTP बताएं। Act now. Please use the official app to check.,1
Your UPI payment is pending. Approve the request to cancel it.,1
Your train ticket booking is confirmed. See you then.,0
Your KYC has expired. Click the verification link to keep your account active. Act now.,1
Your SIM card will be deactivated. Complete KYC using this link. Failure to act may block the service. Please use the official app to check.,1
Your internship interview is scheduled for Wednesday. Let me know when you are free.,0
Your Amazon order is out for delivery.,0
"Dear user, your account will be suspended. Confirm your password.",1
Your account has won a cashback bonus. Click to collect it.,1
Your order has been shipped and will arrive tomorrow. Please use the official app to check.,0
Your UPI refund is waiting. Approve the payment request to receive the money. Act now.,1
ಇಂದಿನ ಕ್ಲಾಸ್‌ನ ನೋಟ್ಸ್ ಕಳುಹಿಸಬಹುದಾ? Please check. Please use the official app to check.,0
Your bank account is eligible for a reward. Verify card details now.,1
Your electricity connection will be disconnected tonight at 9:30 PM. Contact billing dept immediately.,1
Your parcel is held at customs. Pay Rs 250 to release it: track-parcel.info,1
"Dear user, your SBI account has been temporarily suspended. Verify KYC now to avoid permanent block.",1
"You have been selected for a pre-approved personal loan of Rs 5,00,000. Apply now, no documents required.",1
Your Aadhaar card will be deactivated in 24 hours. Link your mobile number now via this link.,1
Work from home and earn Rs 3000 daily. Just like and subscribe to YouTube videos. Join our Telegram.,1
"Your credit card has been charged Rs 24999. If this wasn't you, call our helpline immediately.",1
"Income Tax refund of Rs 15,750 is pending. Submit your bank details to claim.",1
"Hi, I am a customs officer. Your package containing gold jewellery is stuck. Pay duty to release.",1
Your WhatsApp will be deactivated today. Forward this message to 10 contacts to avoid deactivation.,1
Get a free iPhone 15! You are the lucky winner of our anniversary contest. Click to claim.,1
Your SIM card will be blocked in 2 hours due to KYC non-compliance. Update now: sim-kyc-update.com,1
"Dear investor, double your money in 7 days with our guaranteed crypto trading plan. Limited slots.",1
"Your PF account shows unclaimed balance of Rs 89,000. Withdraw now by verifying your details.",1
This is Delhi Police cybercrime cell. A case has been registered against your Aadhaar. Call immediately.,1
You've been shortlisted for an interview. Pay Rs 500 registration fee to confirm your slot.,1
Your Netflix subscription payment failed. Update your card details to continue watching.,1
"Congratulations, your mobile number has won Rs 25,00,000 in the KBC lucky draw. Contact our manager.",1
Your account will be permanently closed. Verify your PAN card details within 24 hours.,1
URGENT: Unusual login detected on your account. Verify your identity now or lose access.,1
"Dear customer, we could not deliver your Amazon package. Reschedule and pay Rs 49 redelivery fee.",1
Your loan EMI is overdue. Pay immediately or legal action will be taken against you tomorrow.,1
"Hi dear, I am a US Army officer looking for a genuine life partner. Can we talk?",1
Your health insurance policy is about to lapse. Renew now to avoid losing coverage benefits.,1
Free recharge of Rs 599 for all Jio users! Click the link before offer expires today.,1
Your bank has flagged suspicious activity. Share the OTP sent to your phone to secure your account.,1
"Job offer: Data entry work, earn Rs 25000/month from home. No experience needed. Registration fee Rs 999.",1
You have an outstanding traffic challan of Rs 2000. Pay online now to avoid court summons.,1
"Dear sir, this is your relationship manager. Your FD is maturing, share OTP to process renewal.",1
"Get instant personal loan up to 10 lakhs at 0% interest. Apply now, approval in 5 minutes.",1
Your Google Pay account has been blocked due to policy violation. Verify to reactivate.,1
Attention: Your voter ID needs updating before elections. Click link to avoid cancellation.,1
Limited time offer! Invest Rs 10000 and get Rs 50000 in 30 days guaranteed returns.,1
Your Flipkart order refund of Rs 3499 is stuck. Click to claim your refund immediately.,1
Warning: your number will be barred by TRAI for spam complaints. Verify to avoid disconnection.,1
आपका KYC आज समाप्त हो रहा है। तुरंत अपडेट करें: bit.ly/xyz123,1
बधाई हो! आपने 50000 रुपये की लॉटरी जीती है। अभी क्लेम करें।,1
आपका बैंक खाता आज ब्लॉक कर दिया जाएगा। तुरंत इस नंबर पर कॉल करें।,1
सीबीआई नोटिस: आपके खिलाफ जांच चल रही है। तुरंत वीडियो कॉल करें।,1
"प्रिय ग्राहक, आपका UPI पिन दोबारा वेरीफाई करना जरूरी है। यहां क्लिक करें।",1
आपका बिजली कनेक्शन आज रात 9:30 बजे काट दिया जाएगा। तुरंत बिलिंग विभाग से संपर्क करें।,1
आपका पार्सल कस्टम्स में रुका हुआ है। इसे छुड़ाने के लिए 250 रुपये भेजें।,1
"प्रिय उपयोगकर्ता, आपका खाता अस्थायी रूप से निलंबित कर दिया गया है। अभी केवाईसी वेरीफाई करें।",1
आपको 5 लाख रुपये का प्री-अप्रूव्ड पर्सनल लोन मिला है। बिना किसी दस्तावेज के अभी आवेदन करें।,1
आपका आधार कार्ड 24 घंटे में निष्क्रिय हो जाएगा। इस लिंक से अपना मोबाइल नंबर लिंक करें।,1
घर बैठे रोज 3000 रुपये कमाएं। बस यूट्यूब वीडियो लाइक और सब्सक्राइब करें। हमारे टेलीग्राम से जुड़ें।,1
आपके क्रेडिट कार्ड से 24999 रुपये कटे हैं। अगर यह आपने नहीं किया तो हमारी हेल्पलाइन पर कॉल करें।,1
"आपका 15,750 रुपये का इनकम टैक्स रिफंड बकाया है। क्लेम करने के लिए बैंक विवरण भेजें।",1
"मैं कस्टम अधिकारी बोल रहा हूं। आपके पार्सल में सोने के गहने हैं, ड्यूटी भरें तभी रिलीज होगा।",1
आपका व्हाट्सऐप आज बंद हो जाएगा। इसे रोकने के लिए यह मैसेज 10 लोगों को फॉरवर्ड करें।,1
मुफ्त आईफोन 15 पाएं! आप हमारी एनिवर्सरी प्रतियोगिता के लुकी विजेता हैं। क्लेम के लिए क्लिक करें।,1
केवाईसी न होने के कारण आपका सिम कार्ड 2 घंटे में ब्लॉक हो जाएगा। अभी अपडेट करें।,1
"प्रिय निवेशक, हमारे गारंटीड क्रिप्टो ट्रेडिंग प्लान से 7 दिनों में अपना पैसा दोगुना करें।",1
"आपके पीएफ खाते में 89,000 रुपये का अनक्लेम्ड बैलेंस है। विवरण वेरीफाई करके निकालें।",1
यह दिल्ली पुलिस साइबर क्राइम सेल है। आपके आधार पर केस दर्ज हुआ है। तुरंत कॉल करें।,1
आपको इंटरव्यू के लिए शॉर्टलिस्ट किया गया है। अपना स्लॉट कन्फर्म करने के लिए 500 रुपये फीस भरें।,1
"बधाई हो, आपके मोबाइल नंबर ने केबीसी लकी ड्रा में 25 लाख रुपये जीते हैं। हमारे मैनेजर से संपर्क करें।",1
आपका बैंक खाता स्थायी रूप से बंद हो जाएगा। 24 घंटे में अपना पैन कार्ड विवरण वेरीफाई करें।,1
जरूरी: आपके खाते में असामान्य लॉगिन पाया गया। अभी अपनी पहचान वेरीफाई करें वरना एक्सेस खो देंगे।,1
आपका लोन ईएमआई बकाया है। तुरंत भुगतान करें वरना कल कानूनी कार्रवाई की जाएगी।,1
आपकी हेल्थ इंश्योरेंस पॉलिसी जल्द खत्म हो रही है। कवरेज बनाए रखने के लिए अभी रिन्यू करें।,1
आपके गूगल पे खाते को पॉलिसी उल्लंघन के कारण ब्लॉक कर दिया गया है। रिएक्टिवेट करने के लिए वेरीफाई करें।,1
रुपये 10000 निवेश करें और 30 दिनों में 50000 रुपये की गारंटीड कमाई पाएं।,1
ನಿಮ್ಮ KYC ಇಂದು ಮುಗಿಯುತ್ತದೆ. ತಕ್ಷಣ ಅಪ್‌ಡೇಟ್ ಮಾಡಿ: bit.ly/xyz123,1
ಅಭಿನಂದನೆಗಳು! ನೀವು 50000 ರೂ. ಲಾಟರಿ ಗೆದ್ದಿದ್ದೀರಿ. ಈಗಲೇ ಕ್ಲೈಮ್ ಮಾಡಿ.,1
ನಿಮ್ಮ ಬ್ಯಾಂಕ್ ಖಾತೆಯನ್ನು ಇಂದು ಬ್ಲಾಕ್ ಮಾಡಲಾಗುತ್ತದೆ. ಈ ಸಂಖ್ಯೆಗೆ ತಕ್ಷಣ ಕರೆ ಮಾಡಿ.,1
ಸಿಬಿಐ ಸೂಚನೆ: ನಿಮ್ಮ ವಿರುದ್ಧ ತನಿಖೆ ನಡೆಯುತ್ತಿದೆ. ತಕ್ಷಣ ವಿಡಿಯೋ ಕಾಲ್ ಮಾಡಿ.,1
"ಪ್ರಿಯ ಗ್ರಾಹಕರೇ, ನಿಮ್ಮ UPI ಪಿನ್ ಮರು-ಪರಿಶೀಲನೆ ಅಗತ್ಯವಿದೆ. ಇಲ್ಲಿ ಕ್ಲಿಕ್ ಮಾಡಿ.",1
ನಿಮ್ಮ ವಿದ್ಯುತ್ ಸಂಪರ್ಕವನ್ನು ಇಂದು ರಾತ್ರಿ 9:30ಕ್ಕೆ ಕಡಿತಗೊಳಿಸಲಾಗುತ್ತದೆ. ತಕ್ಷಣ ಸಂಪರ್ಕಿಸಿ.,1
ನಿಮ್ಮ ಪಾರ್ಸೆಲ್ ಕಸ್ಟಮ್ಸ್‌ನಲ್ಲಿ ಸಿಲುಕಿದೆ. ಬಿಡುಗಡೆಗೆ 250 ರೂ. ಪಾವತಿಸಿ.,1
"ಪ್ರಿಯ ಬಳಕೆದಾರರೇ, ನಿಮ್ಮ ಖಾತೆಯನ್ನು ತಾತ್ಕಾಲಿಕವಾಗಿ ಅಮಾನತುಗೊಳಿಸಲಾಗಿದೆ. ಈಗಲೇ KYC ಪರಿಶೀಲಿಸಿ.",1
ನಿಮಗೆ 5 ಲಕ್ಷ ರೂ. ಪೂರ್ವ-ಅನುಮೋದಿತ ವೈಯಕ್ತಿಕ ಸಾಲ ಸಿಕ್ಕಿದೆ. ಡಾಕ್ಯುಮೆಂಟ್ ಇಲ್ಲದೆ ಈಗಲೇ ಅರ್ಜಿ ಸಲ್ಲಿಸಿ.,1
ನಿಮ್ಮ ಆಧಾರ್ ಕಾರ್ಡ್ 24 ಗಂಟೆಗಳಲ್ಲಿ ನಿಷ್ಕ್ರಿಯಗೊಳ್ಳುತ್ತದೆ. ಈ ಲಿಂಕ್ ಮೂಲಕ ಮೊಬೈಲ್ ಲಿಂಕ್ ಮಾಡಿ.,1
ಮನೆಯಿಂದಲೇ ಪ್ರತಿದಿನ 3000 ರೂ. ಗಳಿಸಿ. ಯೂಟ್ಯೂಬ್ ವಿಡಿಯೋಗಳನ್ನು ಲೈಕ್ ಮಾಡಿ ಸಬ್ಸ್ಕ್ರೈಬ್ ಮಾಡಿ.,1
ನಿಮ್ಮ ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್‌ನಿಂದ 24999 ರೂ. ಕಡಿತಗೊಂಡಿದೆ. ಇದು ನೀವಲ್ಲದಿದ್ದರೆ ತಕ್ಷಣ ಕರೆ ಮಾಡಿ.,1
"ನಿಮ್ಮ 15,750 ರೂ. ಆದಾಯ ತೆರಿಗೆ ಮರುಪಾವತಿ ಬಾಕಿ ಇದೆ. ಕ್ಲೈಮ್ ಮಾಡಲು ಬ್ಯಾಂಕ್ ವಿವರ ಕಳುಹಿಸಿ.",1
ನಿಮ್ಮ ವಾಟ್ಸಾಪ್ ಇಂದು ನಿಷ್ಕ್ರಿಯಗೊಳ್ಳುತ್ತದೆ. ತಡೆಯಲು ಈ ಸಂದೇಶವನ್ನು 10 ಜನರಿಗೆ ಫಾರ್ವರ್ಡ್ ಮಾಡಿ.,1
ಉಚಿತ ಐಫೋನ್ 15 ಪಡೆಯಿರಿ! ನೀವು ನಮ್ಮ ವಾರ್ಷಿಕೋತ್ಸವ ಸ್ಪರ್ಧೆಯ ಅದೃಷ್ಟ ವಿಜೇತರು.,1
KYC ಪೂರ್ಣಗೊಳಿಸದ ಕಾರಣ ನಿಮ್ಮ ಸಿಮ್ ಕಾರ್ಡ್ 2 ಗಂಟೆಗಳಲ್ಲಿ ಬ್ಲಾಕ್ ಆಗುತ್ತದೆ.,1
"ಪ್ರಿಯ ಹೂಡಿಕೆದಾರರೇ, ನಮ್ಮ ಗ್ಯಾರಂಟಿ ಕ್ರಿಪ್ಟೋ ಯೋಜನೆಯಲ್ಲಿ 7 ದಿನಗಳಲ್ಲಿ ಹಣ ದ್ವಿಗುಣಗೊಳಿಸಿ.",1
ಇದು ಸೈಬರ್ ಕ್ರೈಂ ಸೆಲ್. ನಿಮ್ಮ ಆಧಾರ್ ಮೇಲೆ ಪ್ರಕರಣ ದಾಖಲಾಗಿದೆ. ತಕ್ಷಣ ಕರೆ ಮಾಡಿ.,1
ನಿಮ್ಮ ಬ್ಯಾಂಕ್ ಖಾತೆ ಶಾಶ್ವತವಾಗಿ ಮುಚ್ಚಲ್ಪಡುತ್ತದೆ. 24 ಗಂಟೆಗಳಲ್ಲಿ ಪ್ಯಾನ್ ಕಾರ್ಡ್ ವಿವರ ಪರಿಶೀಲಿಸಿ.,1
10000 ರೂ. ಹೂಡಿಕೆ ಮಾಡಿ 30 ದಿನಗಳಲ್ಲಿ 50000 ರೂ. ಗ್ಯಾರಂಟಿ ಆದಾಯ ಪಡೆಯಿರಿ.,1
"Hi amma, I reached college safely, will call after class",0
"Meeting shifted to 4pm tomorrow, please confirm",0
Don't forget to pick up milk on your way home,0
Happy birthday! Hope you have a wonderful day,0
What time does the movie start tonight?,0
"I'll be 10 minutes late for the appointment, sorry",0
Can we reschedule our call to Monday morning?,0
"Thanks for the recipe, the biryani turned out great",0
"Mom, I'll be staying late at the library today",0
Let's meet at the coffee shop near the station at 5,0
Please find attached the report you asked for yesterday,0
The plumber is coming tomorrow between 10 and 12,0
How was your exam? Hope it went well,0
"I forgot my umbrella at your place, can I collect it tomorrow?",0
"Traffic is bad, will reach office by 9:45",0
Your Amazon order has been shipped and will arrive Thursday,0
Reminder: dentist appointment tomorrow at 3pm,0
Can you help me move some boxes this weekend?,0
"Great catching up with you today, let's do it again soon",0
"The wifi password is on the router, second row",0
"I've booked the tickets for Friday's show, sending you the confirmation",0
"Dad's flight lands at 6, can someone pick him up from the airport",0
Let me know if you're free for lunch tomorrow,0
"Just finished the workout, heading home now",0
The project deadline has been extended to next Friday,0
Can you proofread this email before I send it to the client?,0
Grandma is asking when you're visiting next,0
I left the keys with the security guard downstairs,0
"Your OTP for login is 482913, do not share this with anyone",0
Your electricity bill of Rs 1240 for this month is now available to view in the app,0
See you at the gym at 7am tomorrow,0
The teacher said the assignment is due next Wednesday,0
Can you drop me at the metro station in the morning?,0
"I've sent the payment for the rent, please confirm receipt",0
Let's plan the trip itinerary this weekend,0
"The doctor said the reports are normal, nothing to worry",0
Please bring your ID card for tomorrow's exam,0
"Our flight got delayed by an hour, will update you",0
Thanks for helping me with the move last weekend,0
"मम्मी, मैं कॉलेज सुरक्षित पहुंच गया हूं, क्लास के बाद कॉल करूंगा",0
"मीटिंग कल शाम 4 बजे कर दी गई है, कृपया कन्फर्म करें",0
क्या आप मुझे आज की क्लास के नोट्स भेज सकते हैं?,0
घर आते समय दूध लेना मत भूलना,0
जन्मदिन मुबारक हो! आपका दिन शानदार रहे,0
आज रात फिल्म कितने बजे शुरू होगी?,0
"मुझे अपॉइंटमेंट के लिए 10 मिनट देर हो जाएगी, माफ करना",0
क्या हम अपनी कॉल सोमवार सुबह में शिफ्ट कर सकते हैं?,0
"रेसिपी के लिए धन्यवाद, बिरयानी बहुत अच्छी बनी",0
"मां, आज मैं लाइब्रेरी में देर तक रुकूंगा",0
चलो स्टेशन के पास कॉफी शॉप में 5 बजे मिलते हैं,0
कृपया कल आपने जो रिपोर्ट मांगी थी वह अटैच है,0
प्लंबर कल 10 से 12 के बीच आ रहा है,0
तुम्हारा एग्जाम कैसा रहा? उम्मीद है अच्छा गया होगा,0
"मैं अपनी छतरी तुम्हारे घर भूल आया, क्या कल ले लूं?",0
"ट्रैफिक बहुत है, मैं 9:45 तक ऑफिस पहुंचूंगा",0
याद दिलाना: कल दोपहर 3 बजे डेंटिस्ट अपॉइंटमेंट है,0
क्या तुम इस वीकेंड कुछ बॉक्स शिफ्ट करने में मदद कर सकते हो?,0
"आज तुमसे मिलकर अच्छा लगा, जल्दी फिर मिलते हैं",0
"वाईफाई पासवर्ड राउटर पर लिखा है, दूसरी लाइन में",0
मैंने शुक्रवार के शो के टिकट बुक कर दिए हैं,0
"पापा की फ्लाइट 6 बजे लैंड होगी, कोई एयरपोर्ट से ले आएगा?",0
क्या तुम कल लंच के लिए फ्री हो?,0
"अभी वर्कआउट खत्म किया, घर जा रहा हूं",0
प्रोजेक्ट की डेडलाइन अगले शुक्रवार तक बढ़ा दी गई है,0
दादी पूछ रही हैं कि तुम अगली बार कब आओगे,0
मैंने चाबियां नीचे सिक्योरिटी गार्ड के पास रख दी हैं,0
"डॉक्टर ने कहा रिपोर्ट्स नॉर्मल हैं, चिंता की बात नहीं",0
कल के एग्जाम के लिए अपना आईडी कार्ड जरूर लाना,0
"हमारी फ्लाइट एक घंटे लेट हो गई है, बताता रहूंगा",0
"ಅಮ್ಮಾ, ನಾನು ಕಾಲೇಜಿಗೆ ಸುರಕ್ಷಿತವಾಗಿ ತಲುಪಿದೆ, ಕ್ಲಾಸ್ ನಂತರ ಕರೆ ಮಾಡುತ್ತೇನೆ",0
"ಸಭೆಯನ್ನು ನಾಳೆ ಸಂಜೆ 4 ಗಂಟೆಗೆ ಬದಲಾಯಿಸಲಾಗಿದೆ, ದಯವಿಟ್ಟು ಖಚಿತಪಡಿಸಿ",0
ಇಂದಿನ ಕ್ಲಾಸ್ ನೋಟ್ಸ್ ಕಳುಹಿಸಬಹುದೇ?,0
ಮನೆಗೆ ಬರುವಾಗ ಹಾಲು ತರಲು ಮರೆಯಬೇಡ,0
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು! ನಿಮ್ಮ ದಿನ ಸುಂದರವಾಗಿರಲಿ,0
ಇಂದು ರಾತ್ರಿ ಸಿನಿಮಾ ಎಷ್ಟು ಗಂಟೆಗೆ ಶುರುವಾಗುತ್ತದೆ?,0
"ಅಪಾಯಿಂಟ್‌ಮೆಂಟ್‌ಗೆ 10 ನಿಮಿಷ ತಡವಾಗುತ್ತದೆ, ಕ್ಷಮಿಸಿ",0
ನಮ್ಮ ಕರೆಯನ್ನು ಸೋಮವಾರ ಬೆಳಿಗ್ಗೆಗೆ ಬದಲಾಯಿಸೋಣವೇ?,0
"ರೆಸಿಪಿಗೆ ಧನ್ಯವಾದಗಳು, ಬಿರಿಯಾನಿ ಚೆನ್ನಾಗಿ ಬಂತು",0
"ಅಮ್ಮ, ಇಂದು ನಾನು ಲೈಬ್ರರಿಯಲ್ಲಿ ತಡವಾಗಿ ಇರುತ್ತೇನೆ",0
ಸ್ಟೇಷನ್ ಹತ್ತಿರದ ಕಾಫಿ ಶಾಪ್‌ನಲ್ಲಿ 5 ಗಂಟೆಗೆ ಸಿಗೋಣ,0
